protein,go_feature_0,go_feature_1,go_feature_2,go_feature_3,go_feature_4,go_feature_5,go_feature_6,go_feature_7,go_feature_8,go_feature_9,go_feature_10,go_feature_11,go_feature_12,go_feature_13,go_feature_14,go_feature_15,go_feature_16,go_feature_17,go_feature_18,go_feature_19,go_feature_20,go_feature_21,go_feature_22,go_feature_23,go_feature_24,go_feature_25,go_feature_26,go_feature_27,go_feature_28,go_feature_29,go_feature_30,go_feature_31,go_feature_32,go_feature_33,go_feature_34,go_feature_35,go_feature_36,go_feature_37,go_feature_38,go_feature_39,go_feature_40,go_feature_41,go_feature_42,go_feature_43,go_feature_44,go_feature_45,go_feature_46,go_feature_47,go_feature_48,go_feature_49,go_feature_50,go_feature_51,go_feature_52,go_feature_53,go_feature_54,go_feature_55,go_feature_56,go_feature_57,go_feature_58,go_feature_59,go_feature_60,go_feature_61,go_feature_62,go_feature_63,go_feature_0_y,go_feature_1_y,go_feature_2_y,go_feature_3_y,go_feature_4_y,go_feature_5_y,go_feature_6_y,go_feature_7_y,go_feature_8_y,go_feature_9_y,go_feature_10_y,go_feature_11_y,go_feature_12_y,go_feature_13_y,go_feature_14_y,go_feature_15_y,go_feature_16_y,go_feature_17_y,go_feature_18_y,go_feature_19_y,go_feature_20_y,go_feature_21_y,go_feature_22_y,go_feature_23_y,go_feature_24_y,go_feature_25_y,go_feature_26_y,go_feature_27_y,go_feature_28_y,go_feature_29_y,go_feature_30_y,go_feature_31_y,go_feature_32_y,go_feature_33_y,go_feature_34_y,go_feature_35_y,go_feature_36_y,go_feature_37_y,go_feature_38_y,go_feature_39_y,go_feature_40_y,go_feature_41_y,go_feature_42_y,go_feature_43_y,go_feature_44_y,go_feature_45_y,go_feature_46_y,go_feature_47_y,go_feature_48_y,go_feature_49_y,go_feature_50_y,go_feature_51_y,go_feature_52_y,go_feature_53_y,go_feature_54_y,go_feature_55_y,go_feature_56_y,go_feature_57_y,go_feature_58_y,go_feature_59_y,go_feature_60_y,go_feature_61_y,go_feature_62_y,go_feature_63_y,Has_Missing,go_sim,label
9606.ENSP00000341213,0.007970196,-0.091245465,-0.290406823,-0.166538268,-0.052279156,0.064837441,-0.296230435,0.021374265,-0.214061022,-0.19365114,0.120195262,-0.102863073,-0.024775119,0.324705482,-0.150276944,0.054382566,-0.006032017,-0.100141205,-0.102575049,0.081504382,-0.073753677,-0.280125111,0.027808029,0.145165622,0.212842315,-0.046478335,0.182332054,0.001794381,0.167852774,-0.013543946,-0.052818134,0.311786652,-0.162007421,-0.037324544,0.066580981,0.123369694,0.090167269,0.007475764,0.119319841,-0.143797591,-0.020075936,-0.016206954,-0.085918263,-0.039671991,-0.051722769,0.008288492,-0.061668511,-0.152245745,0.128652737,-0.121418163,0.136133492,-0.002355811,0.511989236,0.153769985,0.122883745,0.029141545,0.114590161,-0.09108419,0.198713735,-0.145209208,-0.107253887,-0.176369742,-0.105699986,0.006625954,-0.461540282,-0.045209326,0.101457439,0.574209034,0.228742346,0.19815895,-0.119965531,0.168876827,-0.221719146,0.079933085,-0.245058283,0.061340634,0.097694196,0.023276078,-0.252376795,-0.088876016,0.069247685,-0.1654232,0.136773095,0.244050905,-0.912695527,-0.106017493,0.105932079,0.170092389,-0.078381658,0.042212691,-0.27226907,0.205573171,0.103260949,-0.003839324,-0.605230033,-0.102932826,-0.318600446,0.085278697,0.344479859,0.189257696,-0.009229331,-0.350969493,0.011704694,-0.365143239,0.168051273,-0.520702839,-0.006289243,-0.035307843,-0.236917868,-0.033090577,-0.01723526,-0.341352046,-0.216806218,0.26987198,0.051413842,-0.126872271,-0.095955856,-0.135273978,-0.266259044,0.167156726,-0.295841843,0.123840593,-0.967180967,-0.340894759,-0.108820289,-0.12944743,0.158328146,0.259254128,0,-0.021390395,0
9606.ENSP00000341213,0.007970196,-0.091245465,-0.290406823,-0.166538268,-0.052279156,0.064837441,-0.296230435,0.021374265,-0.214061022,-0.19365114,0.120195262,-0.102863073,-0.024775119,0.324705482,-0.150276944,0.054382566,-0.006032017,-0.100141205,-0.102575049,0.081504382,-0.073753677,-0.280125111,0.027808029,0.145165622,0.212842315,-0.046478335,0.182332054,0.001794381,0.167852774,-0.013543946,-0.052818134,0.311786652,-0.162007421,-0.037324544,0.066580981,0.123369694,0.090167269,0.007475764,0.119319841,-0.143797591,-0.020075936,-0.016206954,-0.085918263,-0.039671991,-0.051722769,0.008288492,-0.061668511,-0.152245745,0.128652737,-0.121418163,0.136133492,-0.002355811,0.511989236,0.153769985,0.122883745,0.029141545,0.114590161,-0.09108419,0.198713735,-0.145209208,-0.107253887,-0.176369742,-0.105699986,0.006625954,-0.010640181,0.18920283,0.021597631,0.320036948,0.29579103,-0.011896076,-0.035670955,-0.126011401,-0.021346455,0.088962518,-0.336174995,-0.206940606,0.580556214,0.121476389,-0.056467108,0.213356093,0.080763221,-0.082114413,0.130147874,-0.025855813,0.290363848,-0.207982734,-0.487937003,-0.146044523,-0.122173443,0.038947687,0.184770986,-0.247817859,0.045268476,0.004327973,-0.021406284,-0.246877179,0.157575727,-0.034541562,-0.074896887,-0.236248448,0.131565928,-0.248242825,0.081006132,-0.04250624,0.299441934,-0.291933566,-0.224671841,0.405220002,0.026854087,-0.33784467,-0.107893452,0.26205188,-0.123154446,-0.115856528,-0.072077967,-0.136316225,0.026483003,-0.067128435,0.194682166,-0.294273078,0.205261663,0.227478117,0.002329296,0.239614949,0.107090652,-0.111289211,0.001539596,-0.113319717,0,-0.119155665,0
9606.ENSP00000341213,0.007970196,-0.091245465,-0.290406823,-0.166538268,-0.052279156,0.064837441,-0.296230435,0.021374265,-0.214061022,-0.19365114,0.120195262,-0.102863073,-0.024775119,0.324705482,-0.150276944,0.054382566,-0.006032017,-0.100141205,-0.102575049,0.081504382,-0.073753677,-0.280125111,0.027808029,0.145165622,0.212842315,-0.046478335,0.182332054,0.001794381,0.167852774,-0.013543946,-0.052818134,0.311786652,-0.162007421,-0.037324544,0.066580981,0.123369694,0.090167269,0.007475764,0.119319841,-0.143797591,-0.020075936,-0.016206954,-0.085918263,-0.039671991,-0.051722769,0.008288492,-0.061668511,-0.152245745,0.128652737,-0.121418163,0.136133492,-0.002355811,0.511989236,0.153769985,0.122883745,0.029141545,0.114590161,-0.09108419,0.198713735,-0.145209208,-0.107253887,-0.176369742,-0.105699986,0.006625954,-0.283113629,0.555087149,0.210393384,0.222558051,0.304539382,-0.081730895,-0.276105165,-0.261946827,0.205881104,0.583337963,-0.226298392,-0.317584604,0.679764152,-0.128759786,-0.240898535,0.365910441,-0.181281015,0.084920719,-0.01641568,0.206433609,0.000505844,-0.154485822,-0.569921315,-0.330206931,-0.414328843,0.171769127,0.118161455,-0.531123877,0.129113108,0.02949612,-0.044413306,-0.461456656,0.328594297,0.053865425,0.006720514,-0.284767807,0.136164919,-0.260124475,0.381249428,-0.249501899,0.202943191,-0.086738944,-0.569993556,0.716078997,-0.051731564,-0.599642217,0.05654265,0.525626063,0.112291999,-0.276852071,0.250479698,-0.146768972,0.198178381,0.050654434,0.512487352,-0.40793997,0.152963623,0.292369485,0.054052144,-0.010633936,-0.342375278,0.127171859,-0.440713704,-0.266487747,0,-0.072112355,0
9606.ENSP00000341213,0.007970196,-0.091245465,-0.290406823,-0.166538268,-0.052279156,0.064837441,-0.296230435,0.021374265,-0.214061022,-0.19365114,0.120195262,-0.102863073,-0.024775119,0.324705482,-0.150276944,0.054382566,-0.006032017,-0.100141205,-0.102575049,0.081504382,-0.073753677,-0.280125111,0.027808029,0.145165622,0.212842315,-0.046478335,0.182332054,0.001794381,0.167852774,-0.013543946,-0.052818134,0.311786652,-0.162007421,-0.037324544,0.066580981,0.123369694,0.090167269,0.007475764,0.119319841,-0.143797591,-0.020075936,-0.016206954,-0.085918263,-0.039671991,-0.051722769,0.008288492,-0.061668511,-0.152245745,0.128652737,-0.121418163,0.136133492,-0.002355811,0.511989236,0.153769985,0.122883745,0.029141545,0.114590161,-0.09108419,0.198713735,-0.145209208,-0.107253887,-0.176369742,-0.105699986,0.006625954,-0.012315946,-0.105733313,-0.197875425,0.194001943,0.173542947,0.044619884,-0.054433551,0.063946985,0.126159489,-0.049582731,0.15566121,-0.022596827,0.182454899,-0.03996202,-0.024056487,0.082310893,0.044371955,-0.029974975,-0.096561655,0.268326163,-0.001353508,-0.022308214,-0.08534807,-0.155618787,0.256914109,-0.119159862,0.058081739,0.126477957,0.06572184,0.131171778,-0.066348366,0.162137374,0.42696169,-0.09731786,-0.050373729,-5.84e-06,0.025504095,-0.336929739,0.242275298,0.323534608,0.313211054,-0.33511892,-0.148221612,0.102113143,-0.068672985,-0.078482717,0.157512084,0.283886939,0.194361076,0.024649225,-0.061234046,-0.18614161,-0.119516566,-0.136632755,-0.121429399,-0.098110825,-0.209193528,0.143815696,-0.011888275,-0.241932422,0.217230916,0.126025349,-0.024471411,-0.183146819,0,-0.047400375,0
9606.ENSP00000341213,0.007970196,-0.091245465,-0.290406823,-0.166538268,-0.052279156,0.064837441,-0.296230435,0.021374265,-0.214061022,-0.19365114,0.120195262,-0.102863073,-0.024775119,0.324705482,-0.150276944,0.054382566,-0.006032017,-0.100141205,-0.102575049,0.081504382,-0.073753677,-0.280125111,0.027808029,0.145165622,0.212842315,-0.046478335,0.182332054,0.001794381,0.167852774,-0.013543946,-0.052818134,0.311786652,-0.162007421,-0.037324544,0.066580981,0.123369694,0.090167269,0.007475764,0.119319841,-0.143797591,-0.020075936,-0.016206954,-0.085918263,-0.039671991,-0.051722769,0.008288492,-0.061668511,-0.152245745,0.128652737,-0.121418163,0.136133492,-0.002355811,0.511989236,0.153769985,0.122883745,0.029141545,0.114590161,-0.09108419,0.198713735,-0.145209208,-0.107253887,-0.176369742,-0.105699986,0.006625954,0.24869971,0.46599263,0.136474609,-0.152741417,0.300865144,0.344488531,0.101328813,-0.187302768,0.012136234,0.475025594,-0.11935097,-0.157949015,-0.23611626,-0.206440493,-0.03188473,0.26989767,0.081885904,0.061159436,-0.302577794,0.155566975,-0.26408717,-0.063997626,-0.378938496,0.263767809,-0.397919476,-0.055384234,-0.292619228,0.2296727,0.102948539,-0.159995213,-0.346334159,-0.246737659,0.489814401,0.350854278,-0.557653487,-0.225188687,0.12780723,0.047044285,-0.615246356,-0.356547534,0.234750599,0.543367207,-0.346319556,-0.373166889,-0.019680444,-0.34507826,0.015247555,-0.103195056,-0.362618685,-0.071753271,-0.207981333,-0.09351036,-0.007983378,0.016810305,0.06047276,-0.143458903,-0.067666046,0.435831636,0.351228803,0.155549109,-0.082273394,-0.324215144,0.351914138,0.234430566,0,-0.171692727,1
9606.ENSP00000341213,0.007970196,-0.091245465,-0.290406823,-0.166538268,-0.052279156,0.064837441,-0.296230435,0.021374265,-0.214061022,-0.19365114,0.120195262,-0.102863073,-0.024775119,0.324705482,-0.150276944,0.054382566,-0.006032017,-0.100141205,-0.102575049,0.081504382,-0.073753677,-0.280125111,0.027808029,0.145165622,0.212842315,-0.046478335,0.182332054,0.001794381,0.167852774,-0.013543946,-0.052818134,0.311786652,-0.162007421,-0.037324544,0.066580981,0.123369694,0.090167269,0.007475764,0.119319841,-0.143797591,-0.020075936,-0.016206954,-0.085918263,-0.039671991,-0.051722769,0.008288492,-0.061668511,-0.152245745,0.128652737,-0.121418163,0.136133492,-0.002355811,0.511989236,0.153769985,0.122883745,0.029141545,0.114590161,-0.09108419,0.198713735,-0.145209208,-0.107253887,-0.176369742,-0.105699986,0.006625954,0.10979104,0.38151592,0.053553786,-0.001891927,0.226832971,0.089375734,-0.297587305,0.028383244,0.024759376,0.094939776,-0.338456631,-0.280751348,0.458318919,-0.057136353,-0.152611315,0.214124605,-0.080537468,-0.113303684,-0.081751734,0.201554745,0.065822177,-0.085147209,-0.279009104,-0.142539904,-0.135448083,-0.037800651,0.18708989,-0.279275298,0.101635233,-0.027330559,-0.060987752,-0.131982282,0.177016169,0.074596137,-0.087930955,-0.190131828,0.14058435,-0.124632038,0.060965423,-0.264262557,0.074270681,-0.253058404,-0.334023118,0.350362718,0.019015569,-0.415535837,0.12790665,0.137652203,-0.081762381,-0.133156627,0.032150317,-0.232582599,-0.030308101,0.125582814,0.239860222,-0.322104514,0.152288422,0.154444993,0.092128798,0.269691706,-0.220432803,0.109733649,-0.271721423,-0.157076284,0,0.024658779,0
9606.ENSP00000341213,0.007970196,-0.091245465,-0.290406823,-0.166538268,-0.052279156,0.064837441,-0.296230435,0.021374265,-0.214061022,-0.19365114,0.120195262,-0.102863073,-0.024775119,0.324705482,-0.150276944,0.054382566,-0.006032017,-0.100141205,-0.102575049,0.081504382,-0.073753677,-0.280125111,0.027808029,0.145165622,0.212842315,-0.046478335,0.182332054,0.001794381,0.167852774,-0.013543946,-0.052818134,0.311786652,-0.162007421,-0.037324544,0.066580981,0.123369694,0.090167269,0.007475764,0.119319841,-0.143797591,-0.020075936,-0.016206954,-0.085918263,-0.039671991,-0.051722769,0.008288492,-0.061668511,-0.152245745,0.128652737,-0.121418163,0.136133492,-0.002355811,0.511989236,0.153769985,0.122883745,0.029141545,0.114590161,-0.09108419,0.198713735,-0.145209208,-0.107253887,-0.176369742,-0.105699986,0.006625954,-0.191262662,0.126930133,-0.002269343,0.015362637,0.152832836,0.127859145,-0.068091191,-0.049054276,-0.056292012,0.044659257,-0.132765904,-0.381072849,0.310727626,-0.029130802,-0.168041602,-0.034107454,0.078600265,0.075435586,0.09404058,0.062968031,0.117257386,-0.149505481,-0.31378758,-0.290462613,-0.18406859,0.014229099,-0.174696982,-0.238182172,0.174672902,-0.039436415,-0.013925677,-0.037066422,0.050744213,-0.23165068,-0.340817869,0.076401465,0.096277848,-0.259320259,-0.131840333,-0.053541254,0.181776166,-0.033789918,-0.219376966,0.31415087,0.050767556,-0.175901249,0.085578233,0.271510899,0.076965325,-0.239211559,0.118793584,-0.008483416,-0.021995166,0.089721009,0.008837542,-0.341594219,-0.004960872,0.213651493,-0.094804935,0.035224047,-0.152775496,-0.170859322,0.041419733,-0.20211333,0,-0.039718797,0
9606.ENSP00000341213,0.007970196,-0.091245465,-0.290406823,-0.166538268,-0.052279156,0.064837441,-0.296230435,0.021374265,-0.214061022,-0.19365114,0.120195262,-0.102863073,-0.024775119,0.324705482,-0.150276944,0.054382566,-0.006032017,-0.100141205,-0.102575049,0.081504382,-0.073753677,-0.280125111,0.027808029,0.145165622,0.212842315,-0.046478335,0.182332054,0.001794381,0.167852774,-0.013543946,-0.052818134,0.311786652,-0.162007421,-0.037324544,0.066580981,0.123369694,0.090167269,0.007475764,0.119319841,-0.143797591,-0.020075936,-0.016206954,-0.085918263,-0.039671991,-0.051722769,0.008288492,-0.061668511,-0.152245745,0.128652737,-0.121418163,0.136133492,-0.002355811,0.511989236,0.153769985,0.122883745,0.029141545,0.114590161,-0.09108419,0.198713735,-0.145209208,-0.107253887,-0.176369742,-0.105699986,0.006625954,-0.199216411,-0.066371135,0.133240998,0.179550752,0.141583681,0.087162167,-0.012344873,-0.175448567,0.182771638,0.039457906,-0.223124042,-0.09810555,0.408316553,0.129692495,-0.102448501,0.158748478,-0.035489134,0.025808789,0.035172716,-0.00739823,0.070727199,-0.199744761,-0.311610758,-0.079252675,-0.280502528,-0.011662683,0.065699667,-0.256210297,0.219099119,-0.031973787,0.001415915,-0.160403699,0.184681013,-0.125366449,-0.005832296,-0.050590035,-0.034760959,-0.199335217,-0.154337645,-0.090943754,0.295661747,-0.164369434,-0.092575632,0.278555393,0.156475142,-0.133865729,0.121303745,0.144763559,-0.141132742,-0.205052748,-0.000134632,0.095153555,0.05669304,-0.145175666,-0.011508282,-0.338603675,-0.063111484,0.0388817,0.134603828,0.175093263,-0.017361997,-0.035380017,-0.163295746,-0.081552751,0,-0.121498004,0
9606.ENSP00000341213,0.007970196,-0.091245465,-0.290406823,-0.166538268,-0.052279156,0.064837441,-0.296230435,0.021374265,-0.214061022,-0.19365114,0.120195262,-0.102863073,-0.024775119,0.324705482,-0.150276944,0.054382566,-0.006032017,-0.100141205,-0.102575049,0.081504382,-0.073753677,-0.280125111,0.027808029,0.145165622,0.212842315,-0.046478335,0.182332054,0.001794381,0.167852774,-0.013543946,-0.052818134,0.311786652,-0.162007421,-0.037324544,0.066580981,0.123369694,0.090167269,0.007475764,0.119319841,-0.143797591,-0.020075936,-0.016206954,-0.085918263,-0.039671991,-0.051722769,0.008288492,-0.061668511,-0.152245745,0.128652737,-0.121418163,0.136133492,-0.002355811,0.511989236,0.153769985,0.122883745,0.029141545,0.114590161,-0.09108419,0.198713735,-0.145209208,-0.107253887,-0.176369742,-0.105699986,0.006625954,0.461683869,0.314842969,-0.293102264,-0.085571796,-0.073070444,0.364460915,-0.255854607,-0.244803131,-0.313416213,-0.06386058,-0.227559835,0.109075911,-0.04675639,-0.272972167,-0.184726402,0.034482319,0.408224225,0.07747478,0.001398518,0.032444283,0.331336498,0.170614243,0.420170575,-0.186020061,-0.087202467,-0.203067586,0.223427415,0.289658338,-0.276780188,-0.215012416,-0.030179918,0.040517204,-0.703934848,0.178124622,-0.145145878,-0.108030558,-0.596125364,-0.053881567,0.179224595,0.138231367,0.313593507,0.007668171,-0.146714643,-0.048433114,0.652089596,0.260710478,-0.310842097,0.56888485,0.079830393,-0.028742975,-0.057088193,-0.496525496,-0.226133913,0.117020354,0.271596223,-0.013648127,-0.049549617,0.488672316,0.398783535,-0.002738787,0.115962073,0.369716972,0.430807829,0.018405734,0,-0.055920794,0
9606.ENSP00000341213,0.007970196,-0.091245465,-0.290406823,-0.166538268,-0.052279156,0.064837441,-0.296230435,0.021374265,-0.214061022,-0.19365114,0.120195262,-0.102863073,-0.024775119,0.324705482,-0.150276944,0.054382566,-0.006032017,-0.100141205,-0.102575049,0.081504382,-0.073753677,-0.280125111,0.027808029,0.145165622,0.212842315,-0.046478335,0.182332054,0.001794381,0.167852774,-0.013543946,-0.052818134,0.311786652,-0.162007421,-0.037324544,0.066580981,0.123369694,0.090167269,0.007475764,0.119319841,-0.143797591,-0.020075936,-0.016206954,-0.085918263,-0.039671991,-0.051722769,0.008288492,-0.061668511,-0.152245745,0.128652737,-0.121418163,0.136133492,-0.002355811,0.511989236,0.153769985,0.122883745,0.029141545,0.114590161,-0.09108419,0.198713735,-0.145209208,-0.107253887,-0.176369742,-0.105699986,0.006625954,-0.27135548,0.194089547,-0.053355802,0.098476119,0.146051392,-0.069958955,-0.012759494,-0.189261839,0.0058855,0.13696748,-0.292153239,-0.205118716,0.462108672,-0.03721552,-0.002607038,0.251243234,-0.026193948,-0.039311904,-0.300257474,0.002753643,-0.096683383,-0.039369941,-0.445222229,-0.221671611,-0.077850237,0.15805921,0.02049898,-0.314390868,0.01188372,0.056959491,-0.136948258,-0.23205483,0.087749034,-0.105753258,-0.111054406,-0.230444148,-0.132014543,-0.317673475,-0.232156217,-0.13357012,0.278178066,-0.075900592,-0.048244286,0.480592936,0.375975311,-0.258043587,0.074859366,0.247354522,-0.154022977,-0.32097286,0.024214529,-0.148364887,-0.123337418,0.000427693,0.078997537,-0.122709267,0.216615707,0.202277735,-0.029491758,0.153686687,0.019819302,-0.063493118,-0.088180467,-0.092074238,0,-0.1921896,0
9606.ENSP00000341213,0.007970196,-0.091245465,-0.290406823,-0.166538268,-0.052279156,0.064837441,-0.296230435,0.021374265,-0.214061022,-0.19365114,0.120195262,-0.102863073,-0.024775119,0.324705482,-0.150276944,0.054382566,-0.006032017,-0.100141205,-0.102575049,0.081504382,-0.073753677,-0.280125111,0.027808029,0.145165622,0.212842315,-0.046478335,0.182332054,0.001794381,0.167852774,-0.013543946,-0.052818134,0.311786652,-0.162007421,-0.037324544,0.066580981,0.123369694,0.090167269,0.007475764,0.119319841,-0.143797591,-0.020075936,-0.016206954,-0.085918263,-0.039671991,-0.051722769,0.008288492,-0.061668511,-0.152245745,0.128652737,-0.121418163,0.136133492,-0.002355811,0.511989236,0.153769985,0.122883745,0.029141545,0.114590161,-0.09108419,0.198713735,-0.145209208,-0.107253887,-0.176369742,-0.105699986,0.006625954,-0.318259895,0.216302574,0.14885439,-0.045744039,0.073599577,0.029547146,-0.212802231,0.034100205,0.013583647,0.195893809,-0.169038564,-0.207188711,0.46336329,-0.212303251,-0.004315949,0.198678449,0.043188691,-0.035961334,-0.035391796,0.001297969,-0.076216526,-0.096008606,-0.56759578,-0.155917853,-0.415470839,0.122171283,0.048837557,-0.119053811,0.100912556,-0.172677472,0.017536588,-0.400410235,0.405161709,-0.006331593,0.010123738,-0.192033857,0.219442859,-0.385545909,-0.245596215,-0.182032898,0.170104861,0.001070696,-0.260615438,0.264273703,0.141739011,-0.276334703,-0.110314608,0.297749758,-0.135349944,-0.314466685,-0.018065561,0.055599179,-0.013047202,0.224145547,0.192282453,-0.056907989,0.029472137,0.09410844,0.106172547,0.067679271,-0.119020239,-0.273013771,-0.219113663,-0.266981184,0,-0.129627029,0
9606.ENSP00000341213,0.007970196,-0.091245465,-0.290406823,-0.166538268,-0.052279156,0.064837441,-0.296230435,0.021374265,-0.214061022,-0.19365114,0.120195262,-0.102863073,-0.024775119,0.324705482,-0.150276944,0.054382566,-0.006032017,-0.100141205,-0.102575049,0.081504382,-0.073753677,-0.280125111,0.027808029,0.145165622,0.212842315,-0.046478335,0.182332054,0.001794381,0.167852774,-0.013543946,-0.052818134,0.311786652,-0.162007421,-0.037324544,0.066580981,0.123369694,0.090167269,0.007475764,0.119319841,-0.143797591,-0.020075936,-0.016206954,-0.085918263,-0.039671991,-0.051722769,0.008288492,-0.061668511,-0.152245745,0.128652737,-0.121418163,0.136133492,-0.002355811,0.511989236,0.153769985,0.122883745,0.029141545,0.114590161,-0.09108419,0.198713735,-0.145209208,-0.107253887,-0.176369742,-0.105699986,0.006625954,0.006058612,-0.313278288,-0.384534538,-0.023824293,-0.172311068,0.650789618,0.18899186,0.41279918,0.236094847,0.539444327,-0.248497054,0.326572925,-0.135723069,0.26100871,0.224329114,0.041460279,-0.356391072,0.462906361,-0.008548865,0.547787189,0.385659218,0.474609166,0.281537354,-0.750451148,-0.612921953,-0.08071167,0.242432594,-0.277391076,-0.286738217,-0.207522169,-0.037979066,-0.403875828,0.060029816,-0.069764666,0.044799961,-0.282530993,-0.366245598,-0.105537698,0.236696854,-0.376629502,-0.027517259,-0.120036416,-0.030555274,-0.28341645,0.144548133,0.139532894,-0.122844495,-0.159139514,0.098485738,-0.083787777,0.151872158,-0.099341288,-0.092738539,0.001205628,-0.373746336,0.344023705,-0.082223341,0.164264172,0.221536979,0.469166905,-0.012294177,-0.015393426,-0.323620319,-0.214923561,0,-0.190403552,0
9606.ENSP00000341213,0.007970196,-0.091245465,-0.290406823,-0.166538268,-0.052279156,0.064837441,-0.296230435,0.021374265,-0.214061022,-0.19365114,0.120195262,-0.102863073,-0.024775119,0.324705482,-0.150276944,0.054382566,-0.006032017,-0.100141205,-0.102575049,0.081504382,-0.073753677,-0.280125111,0.027808029,0.145165622,0.212842315,-0.046478335,0.182332054,0.001794381,0.167852774,-0.013543946,-0.052818134,0.311786652,-0.162007421,-0.037324544,0.066580981,0.123369694,0.090167269,0.007475764,0.119319841,-0.143797591,-0.020075936,-0.016206954,-0.085918263,-0.039671991,-0.051722769,0.008288492,-0.061668511,-0.152245745,0.128652737,-0.121418163,0.136133492,-0.002355811,0.511989236,0.153769985,0.122883745,0.029141545,0.114590161,-0.09108419,0.198713735,-0.145209208,-0.107253887,-0.176369742,-0.105699986,0.006625954,-0.093234628,0.186153933,0.154482737,0.066659272,0.059173442,0.032357957,-0.293524146,-0.153128371,0.08842618,0.081691809,-0.092875808,-0.149493575,0.539122522,-0.276241392,0.120014474,0.360972047,0.010009956,-0.013778565,-0.173597544,0.108350284,0.136825681,0.00648957,-0.563551724,-0.295791715,-0.113430455,0.185347959,-0.015326879,-0.221527129,-0.026978416,0.184398711,-0.073868975,-0.229144618,0.292403519,-0.021805828,-0.07640484,-0.250177056,-0.11780978,-0.256601989,-0.108186349,-0.110234231,0.363096625,-0.168593854,-0.161823139,0.269233823,0.052302379,-0.378716677,-0.09448418,0.071237437,-0.175245658,-0.220414788,-0.007634011,0.01506637,-0.126892462,0.090756603,0.18698211,-0.353446841,0.239571303,0.080997579,-0.15438208,0.309077352,0.169910967,-0.16305992,-0.299152792,-0.315407366,0,-0.217846659,0
9606.ENSP00000341213,0.007970196,-0.091245465,-0.290406823,-0.166538268,-0.052279156,0.064837441,-0.296230435,0.021374265,-0.214061022,-0.19365114,0.120195262,-0.102863073,-0.024775119,0.324705482,-0.150276944,0.054382566,-0.006032017,-0.100141205,-0.102575049,0.081504382,-0.073753677,-0.280125111,0.027808029,0.145165622,0.212842315,-0.046478335,0.182332054,0.001794381,0.167852774,-0.013543946,-0.052818134,0.311786652,-0.162007421,-0.037324544,0.066580981,0.123369694,0.090167269,0.007475764,0.119319841,-0.143797591,-0.020075936,-0.016206954,-0.085918263,-0.039671991,-0.051722769,0.008288492,-0.061668511,-0.152245745,0.128652737,-0.121418163,0.136133492,-0.002355811,0.511989236,0.153769985,0.122883745,0.029141545,0.114590161,-0.09108419,0.198713735,-0.145209208,-0.107253887,-0.176369742,-0.105699986,0.006625954,-0.137931719,0.188295498,0.006626139,0.161430255,0.18568483,0.132021025,-0.020260602,-0.2128288,0.132859945,0.087528311,-0.087349512,-0.311023802,0.419284672,-0.082218364,-0.084025033,0.278725088,0.025071329,0.067221813,-0.159330815,-0.012109639,0.081887387,0.026942432,-0.409535468,-0.101594172,0.072926648,0.07193739,0.093529679,-0.237502322,-0.036669634,-0.119858146,-0.093329318,-0.11877811,0.038190585,-0.152005032,-0.20318982,-0.151695713,-0.076548137,-0.146519989,-0.087240651,-0.018432321,0.164367035,-0.078554153,0.09203475,0.220355734,-0.029420752,-0.267069668,-0.063813075,0.199280843,0.049406499,-0.171180233,0.068783224,-0.092021525,-0.100470744,0.027201438,0.070736706,-0.308110565,0.171989009,0.018239785,-0.054588228,0.023960909,-0.252160221,-0.051362626,-0.128098339,0.050219636,0,-0.11662715,0
9606.ENSP00000341213,0.007970196,-0.091245465,-0.290406823,-0.166538268,-0.052279156,0.064837441,-0.296230435,0.021374265,-0.214061022,-0.19365114,0.120195262,-0.102863073,-0.024775119,0.324705482,-0.150276944,0.054382566,-0.006032017,-0.100141205,-0.102575049,0.081504382,-0.073753677,-0.280125111,0.027808029,0.145165622,0.212842315,-0.046478335,0.182332054,0.001794381,0.167852774,-0.013543946,-0.052818134,0.311786652,-0.162007421,-0.037324544,0.066580981,0.123369694,0.090167269,0.007475764,0.119319841,-0.143797591,-0.020075936,-0.016206954,-0.085918263,-0.039671991,-0.051722769,0.008288492,-0.061668511,-0.152245745,0.128652737,-0.121418163,0.136133492,-0.002355811,0.511989236,0.153769985,0.122883745,0.029141545,0.114590161,-0.09108419,0.198713735,-0.145209208,-0.107253887,-0.176369742,-0.105699986,0.006625954,0.058882095,0.091824919,-0.035887744,0.142044678,0.154153138,0.057826228,-0.174058646,-0.011565296,0.090687595,0.005900566,-0.265772492,-0.204294488,0.329833657,-0.005524799,0.082537003,0.208004683,0.112488523,0.051572226,0.066742107,0.099907778,0.057503201,-0.069968097,-0.303245455,-0.20115003,-0.220637783,0.205027521,0.03931142,-0.331398427,0.119204573,0.07752534,-0.18917954,-0.31504932,0.268073946,-0.04732988,-0.03446715,-0.226298317,-0.009602779,-0.063034736,0.019583108,-0.009584817,0.189872921,-0.1129677,-0.078221828,0.212983683,0.070051387,-0.236821488,0.098178066,0.023627641,-0.135218173,-0.208254248,0.009342263,-0.016649785,0.061972797,0.133592367,0.079068087,-0.068264976,0.127331808,0.082797892,-0.000397,0.04409527,0.074027888,-0.060519438,-0.076329082,0.018591879,0,-0.123999365,0
